gene,logFC_CON_vs_CON,logFC_CSRES_vs_CON,logFC_CSSUS_vs_CON,logFC_CURES_vs_CON,logFC_CUSUS_vs_CON
Col4a4,0.0,0.041753694,-0.04552442,0.09668413,-0.13413268
Col4a3,0.0,0.10042852,0.07373501,0.095775545,0.17068939
C430014B12Rik,0.0,0.028100312,-0.053919777,-0.12051747,-0.13142169
Mff,0.0,0.3314069,0.27236816,0.12143476,0.10139011
Gm28941,0.0,-0.03835409,-0.08951365,-0.17609172,-0.092288926
Agfg1,0.0,0.15331616,0.056700826,0.11807368,-0.02705194
Slc19a3,0.0,-0.10093243,0.070810094,0.053696364,-0.099243715
Sphkap,0.0,0.46152738,0.105556905,0.12623464,-0.1849238
4933436I20Rik,0.0,-0.098456055,-0.05162792,-0.05386102,0.061719477
Pid1,0.0,-0.21358988,0.040708054,-0.0685793,0.021835329
Dner,0.0,0.17362612,0.17315575,0.19471586,0.12417708
Trip12,0.0,-0.066842474,-0.006323658,-0.02910553,-0.065777265
Fbxo36,0.0,-0.25529578,-0.09918234,-0.050988715,-0.17171508
Slc16a14,0.0,0.1189931,-0.04185582,0.109704494,-0.120609105
C130026I21Rik,0.0,0.047675747,-0.023843955,-0.043950528,0.072228335
Sp140,0.0,0.15081388,-0.016385727,0.057156224,0.13473067
Sp100,0.0,0.04251125,-0.021365996,-0.021596774,0.040162526
A630001G21Rik,0.0,0.005513262,0.056735422,-0.007603608,-0.0069752894
Cab39,0.0,-0.040567458,-0.000889644,-0.11169566,0.11336602
Itm2c,0.0,-0.23602615,-0.032564178,-0.07137462,0.084855415
4933407L21Rik,0.0,0.073472515,0.17201692,0.46854582,0.09464325
2810459M11Rik,0.0,0.07657266,0.22372895,0.32546863,0.1639221
Psmd1,0.0,-0.05631146,0.079166725,-0.016674608,0.10850136
Htr2b,0.0,0.44716996,0.071759135,-0.111439936,-0.12906608
Armc9,0.0,-0.007563442,0.0076767467,-0.028623663,-0.2174922
Gm16341,0.0,-0.10835227,0.036973666,0.031218717,-0.03753919
Ncl,0.0,0.29064506,0.10448848,-0.067751616,-0.005633116
C130036L24Rik,0.0,0.118701965,-0.14314304,-0.091268,-0.14192301
Ptma,0.0,0.53755033,0.11709294,-0.08453354,0.11617786
Pde6d,0.0,-0.09952614,0.030069185,-0.28183296,-0.058904856
Cops7b,0.0,-0.05311296,-0.13524899,0.25597513,-0.04530385
Nppc,0.0,-0.27815026,-0.3842429,-0.072466835,-0.13530646
Dis3l2,0.0,-0.20773599,-0.074095756,-0.14387995,-0.0898533
Gm29055,0.0,0.14732645,-0.09938881,-0.1451916,0.03754639
Gm28375,0.0,-0.13031265,0.03280737,-0.20883465,-0.08051966
Ecel1,0.0,0.15178661,0.0023430064,0.025672853,-0.06217521
Eif4e2,0.0,0.14685759,-0.09743483,-0.028932024,-0.06738891
Efhd1,0.0,0.0076750657,-0.044226293,-0.011387176,-0.20289114
Gigyf2,0.0,-0.06926345,0.0918868,0.042074114,0.06759852
Kcnj13,0.0,0.37921196,0.36601916,0.1428539,0.2870734
Ngef,0.0,0.1350872,0.25673494,0.6304904,0.25754315
Neu2,0.0,0.05331205,-0.15074182,-0.00584249,0.030073468
Inpp5d,0.0,0.012570018,-0.011454448,0.11969269,-0.013896484
Atg16l1,0.0,-0.033441808,0.05736327,-0.054565158,-0.083840355
Sag,0.0,0.08577396,-0.15530542,0.10739149,-0.0003648065
Dgkd,0.0,0.17058478,0.30727792,0.33547768,0.003280148
Usp40,0.0,0.10392723,-0.057691023,0.06700699,-0.054263026
Gm20528,0.0,0.24388596,0.09187134,-0.019009903,0.0464543
Hjurp,0.0,-0.05235032,-0.028099613,-0.0138787795,-0.15567614
Arl4c,0.0,0.20757653,0.025543118,-0.15035172,-0.18950789
Sh3bp4,0.0,0.16996266,0.34287167,0.31927013,0.12526707
Agap1,0.0,0.008073434,0.16477877,0.11445975,-0.12184781
4933400F21Rik,0.0,-0.110589966,0.1171641,0.06255809,0.01907226
Asb18,0.0,0.049870815,-0.101874255,0.052551698,-0.12941082
Ackr3,0.0,0.40708247,0.09420584,0.3530051,0.28186813
Cops8,0.0,0.02677327,-0.08030979,-0.02960371,-0.13625883
Col6a3,0.0,0.040620018,0.029365495,-0.0008696914,0.04974078
Mlph,0.0,-0.06747874,-0.023575498,-0.044870615,0.072899945
Lrrfip1,0.0,0.068964735,0.12358232,0.057821818,-0.14375007
Ramp1,0.0,-0.24070099,0.18417054,0.09000998,-0.049735755
Ube2f,0.0,-0.33403814,-0.025125995,-0.08316346,-0.21750057
Scly,0.0,-0.19147491,0.30817595,0.079293534,0.06162177
Gm17090,0.0,-0.07952,-0.122302815,-0.29643938,-0.2466417
Ilkap,0.0,0.14291161,0.07872149,-0.011527374,0.015962705
Hes6,0.0,0.15080026,0.20432104,0.027179204,-0.10624253
Per2,0.0,-0.32525057,0.14439298,-0.15615156,0.0044094403
Traf3ip1,0.0,-0.047016192,-0.05482263,0.025797464,-0.11770505
Asb1,0.0,0.17805468,0.041926414,0.077624716,0.026055343
Twist2,0.0,-0.004410157,0.06259305,-0.0055002607,0.017528228
Hdac4,0.0,-0.45997232,-0.27050844,-0.36513844,-0.2900918
Ndufa10,0.0,-0.01048176,0.09155033,-0.02954708,0.041787867
Cops9,0.0,0.2121055,0.163109,-0.06170991,0.06512847
Gm29481,0.0,-0.05579102,-0.045003776,0.015822966,-0.014380272
Gpc1,0.0,-0.006530091,0.0009898245,0.34096652,-0.119759314
Gm29480,0.0,-0.16907296,-0.09459296,-0.06653779,-0.18926105
Ankmy1,0.0,-0.015875917,0.1428693,-0.026320871,-0.04677884
Dusp28,0.0,-0.09920502,-0.09739253,-0.14265437,-0.08690948
5033417F24Rik,0.0,0.123536184,0.1905118,0.16566351,-0.07702338
Rnpepl1,0.0,0.0025685728,0.23240018,0.23468308,0.022598147
9430060I03Rik,0.0,0.09819166,-0.016957112,0.17729883,-0.036427267
Capn10,0.0,0.008135708,0.11863568,-0.105976,-0.15417339
Gpr35,0.0,-0.16747746,-0.0656238,-0.012764957,-0.17700592
Kif1a,0.0,0.3173559,0.20045194,0.16264379,0.11469671
Sned1,0.0,0.3819105,0.41656098,0.65582514,0.3496877
Mterf4,0.0,0.070759416,0.12890385,0.07501258,0.18186435
Gm28535,0.0,-0.010849617,-0.06433878,0.10070803,0.04269771
Pask,0.0,-0.19509108,-0.078694455,-0.017613478,-0.102599755
Ppp1r7,0.0,0.09572455,-0.018821487,-0.2681625,-0.16558026
Hdlbp,0.0,0.04041297,0.047825962,-0.026651993,-0.051001415
Sept2,0.0,0.071227364,-0.110669516,-0.019702442,0.13559139
Farp2,0.0,0.015232401,-0.07048488,-0.0809695,0.021974174
Stk25,0.0,0.22077186,0.32506776,0.14951539,0.015983418
Bok,0.0,0.012087427,0.008463126,-0.014804281,0.01209205
Thap4,0.0,0.026565488,0.01848939,0.16232014,-0.0030305162
Gm10550,0.0,0.15432267,-0.12157642,0.07224644,-0.014899358
Atg4b,0.0,0.069103085,0.20910746,0.27053392,0.07967257
Dtymk,0.0,0.18002236,-0.11699683,-0.07423455,-0.07860213
Ing5,0.0,0.026803559,-0.030496314,-0.076012686,-0.0073563233
D2hgdh,0.0,-0.021988954,-0.00039619952,0.16349134,-0.051813584
Neu4,0.0,-0.028229162,0.21556653,-0.013193585,0.06299944
Fam174a,0.0,-0.17944553,-0.22710052,-0.11672062,0.04753288
St8sia4,0.0,0.1778434,0.1834999,0.018794157,-0.0875859
Slco4c1,0.0,0.05111109,0.2662304,-0.023193069,0.090394706
Panct2,0.0,0.016241265,0.042785466,-0.02907753,0.045502514
D1Ertd622e,0.0,0.2434448,0.16863386,0.240089,0.12380379
Ppip5k2,0.0,0.17774321,0.18841833,-0.026311621,0.075323954
Gin1,0.0,-0.055019148,0.025167977,0.03862665,-0.015667997
Pam,0.0,-0.023056693,0.07616635,0.11405761,-0.031504624
B230216N24Rik,0.0,-0.13283157,-0.20636806,-0.090401605,-0.08604404
Gm7967,0.0,0.25709546,0.21782398,0.30868828,-0.0355369
Cntnap5b,0.0,0.2618078,0.0017929301,0.13059713,-0.36102962
Cdh20,0.0,-0.12793927,-0.01747677,-0.12729283,-0.09530446
Rnf152,0.0,0.24573717,0.11662205,-0.16743228,-0.21752733
Gm28403,0.0,-0.08395472,-0.12060389,-0.1647152,-0.1991762
Pign,0.0,0.07349071,0.11599268,-0.0014047921,0.035125047
Gm28404,0.0,-0.12157773,-0.1290484,-0.10719335,-0.040623493
Relch,0.0,0.048045836,0.22190544,0.074502565,0.011933476
Tnfrsf11a,0.0,-0.1639922,-0.026746824,-0.20155281,-0.14714101
Gm7160,0.0,0.13410464,0.37929177,0.2911574,0.23476107
Zcchc2,0.0,0.115665115,0.17117721,0.3084916,0.007520035
Gm20753,0.0,-0.0058025457,0.06262304,0.083605185,0.046766244
Phlpp1,0.0,-0.0097798705,0.11503794,0.07710479,-0.0038774908
Bcl2,0.0,-0.2410335,-0.0046722256,-0.17128325,-0.074977525
Kdsr,0.0,0.24526137,-0.038889423,0.10493907,0.022477202
Vps4b,0.0,0.4741298,0.12983796,0.19097096,0.1514422
Cdh7,0.0,0.290891,0.10354486,0.21495274,0.09922062
Cdh19,0.0,-0.17503577,-0.11945669,-0.33823624,0.07276726
Gm29088,0.0,-0.025734423,-0.00656866,-0.10636624,0.0337804
Dsel,0.0,0.15745272,0.10113001,0.22499605,0.053206094
Cntnap5a,0.0,0.334934,-0.010283053,0.10981646,0.01609829
Tsn,0.0,-0.028810732,0.13579535,-0.046601176,-0.05907902
Nifk,0.0,0.2570544,0.06497792,0.053201772,0.062402636
Clasp1,0.0,0.013162836,0.10943569,0.16829197,0.0076693
2900060B14Rik,0.0,-0.011480436,-0.26541463,-0.11823475,-0.22390172
Tfcp2l1,0.0,-0.014964536,0.028988691,0.026166387,0.092123695
Gli2,0.0,-0.16524051,-0.09072846,-0.01848639,-0.11991174
Gm29455,0.0,-0.02178666,0.028281655,-0.018878173,0.049894046
Inhbb,0.0,0.10433621,0.11877996,0.11687826,-0.118721254
Ralb,0.0,0.1712336,0.27291957,0.08701129,0.32410055
Gm27184,0.0,0.094531104,-0.10706207,0.03760048,0.105702534
Tmem185b,0.0,-0.00091384724,-0.08362432,-0.04140076,0.090916
Epb41l5,0.0,-0.13508351,0.050100595,-0.12324112,-0.10732961
Ptpn4,0.0,-0.064763054,0.05403415,0.016178034,-0.047671646
Tmem177,0.0,-0.13010019,-0.11178679,-0.11125533,-0.23916972
Dbi,0.0,0.1009469,-0.03720524,-0.24108942,0.03629482
3110009E18Rik,0.0,-0.031000901,0.10364119,-0.054588087,-0.18983716
Steap3,0.0,0.16802248,0.11006107,0.1814512,0.33773172
Celrr,0.0,0.14164352,0.3855264,0.21829075,0.043782234
Insig2,0.0,-0.0622407,-0.11065886,0.009596214,-0.127122
Ccdc93,0.0,-0.0028546115,-0.012800052,-0.08610616,-0.23467869
Ddx18,0.0,0.03526471,-0.1380634,-0.17140266,-0.1932308
Dpp10,0.0,0.19853441,0.05591043,0.37805212,-0.26215488
Actr3,0.0,-0.042323805,-0.055353254,-0.064831465,-0.031904876
Slc35f5,0.0,0.05972808,0.068063445,0.15687668,0.035901435
Lypd1,0.0,0.13613065,0.12542753,-0.23347972,-0.0697057
Nckap5,0.0,0.18813115,0.16780265,0.33230543,0.19273102
Mgat5,0.0,0.14021967,0.14786252,0.2768047,0.17380077
Tmem163,0.0,0.013851497,-0.19104324,-0.047237635,-0.11636646
2900009J06Rik,0.0,-0.03388452,-0.22308168,0.004796434,-0.11040051
Ccnt2,0.0,-0.11121183,-0.0007261932,-0.044782244,0.035067037
Map3k19,0.0,-0.11943304,0.036479205,-0.07639863,-0.008559795
Rab3gap1,0.0,-0.08972172,0.06408398,0.014562413,0.03369419
Zranb3,0.0,-0.19865835,-0.20614585,-0.08053568,-0.11115169
R3hdm1,0.0,-0.033052806,-0.015930247,-0.051417824,-0.07624367
Ubxn4,0.0,-0.18017253,-0.08733758,0.006881425,-0.011068918
Mcm6,0.0,0.011988111,-0.05694562,0.04583387,0.13151309
Dars,0.0,-0.060257565,0.017500412,-0.048852358,0.0020223483
Thsd7b,0.0,0.12799723,0.0823074,0.352061,-0.19470674
Gm15675,0.0,-0.027504697,-0.01829534,0.035799995,0.06618582
Cd55,0.0,0.06080934,-0.21039163,-0.058212593,0.0952738
Gm16083,0.0,-0.2904439,-0.36708468,-0.23213312,-0.31081498
Pfkfb2,0.0,0.06507528,0.20936385,0.25228792,-0.13046911
Yod1,0.0,-0.06361083,-0.19447628,-0.08882544,-0.1651458
AA986860,0.0,0.15285252,0.22322543,0.43463236,0.1081347
Mapkapk2,0.0,0.15629898,0.37512448,0.44069952,0.22805434
Dyrk3,0.0,0.29804033,0.113656,0.03942959,0.08019668
Eif2d,0.0,-0.01808098,0.0320907,0.061350822,-0.3621914
Rassf5,0.0,0.040337652,0.07763313,0.098787904,0.14722624
Ikbke,0.0,0.015308604,0.23488237,0.14361945,-0.0523988
Srgap2,0.0,0.0727519,0.12996398,0.073377214,-0.027018756
Gm29488,0.0,-0.047711466,0.024344739,-0.13163339,0.06849528
Fam72a,0.0,-0.14786634,-0.05905868,-0.047977276,0.032130107
Slc41a1,0.0,-0.044620693,0.0122600775,-0.052929625,-0.19119689
Rab29,0.0,0.4074201,0.15435715,0.27614245,0.31309733
Nucks1,0.0,0.20894018,-0.08323255,-0.007849239,0.010078408
Elk4,0.0,0.13521755,0.19077519,-0.04572481,-0.06643683
Mfsd4a,0.0,0.287252,-0.1152028,0.35215676,-0.03317173
Cdk18,0.0,0.12362813,-0.12754177,-0.14744225,-0.045750245
Lemd1,0.0,0.18066147,0.060244933,0.03986702,0.26025954
Klhdc8a,0.0,0.05939741,-0.034011487,0.016743958,0.03086887
Nuak2,0.0,-0.13108599,-0.16247791,-0.07902777,-0.12253761
Tmcc2,0.0,0.034788664,-0.057687208,0.03780055,0.009230416
Dstyk,0.0,-0.11833382,-0.03785241,-0.02634636,0.06791315
6030442K20Rik,0.0,-0.03481853,0.26691365,0.06304255,0.040913217
Rbbp5,0.0,0.049410462,0.1640451,0.20884141,0.041032948
Tmem81,0.0,0.19149795,0.249365,0.22294901,0.276218
Cntn2,0.0,-0.0013082037,0.0681312,-0.027971443,-0.27231717
Nfasc,0.0,0.04848756,0.12678859,0.14817834,-0.11578232
Lrrn2,0.0,0.10682078,0.17658445,0.24896897,-0.05275324
Mdm4,0.0,0.25890172,0.119800106,0.2716128,0.017269447
Pik3c2b,0.0,0.21485637,0.26731372,0.33681118,0.04534827
Gm28609,0.0,0.026112594,0.07912219,0.03252524,0.030652411
Ppp1r15b,0.0,0.1464141,0.14981897,-0.024075799,-0.010346778
Plekha6,0.0,0.23276299,0.3982502,0.29249826,0.26169613
Gm19461,0.0,0.2567919,0.2205143,0.03703574,-0.01880522
Etnk2,0.0,-0.21335879,0.077461556,0.2709061,0.15311556
Sox13,0.0,-0.00043962896,0.2609893,0.22961017,0.11714142
Snrpe,0.0,0.4228117,0.20536342,-0.0041261315,0.42387483
Zc3h11a,0.0,-0.11641616,-0.2850051,-0.24548979,-0.30404758
Gm38394,0.0,-0.080724835,-0.03164155,-0.27233827,-0.28564963
Atp2b4,0.0,-0.12511343,0.12816158,-0.106373794,0.12996987
Prelp,0.0,-0.08371776,0.05698971,-0.07270893,-0.2181408
Btg2,0.0,-0.037211716,0.11382401,0.29910386,0.20007625
Chil1,0.0,0.12778714,0.22137022,0.11331968,0.4634056
Adora1,0.0,0.0012350678,0.14967293,-0.011292458,-0.041625902
Ppfia4,0.0,0.23259845,0.20670938,0.40203634,0.24084643
Tmem183a,0.0,0.23819883,0.23109214,0.24162635,0.08945422
Cyb5r1,0.0,-0.028439172,-0.10507176,0.015879208,0.12663813
Adipor1,0.0,0.008274708,-0.10728427,-0.07424428,0.018342927
Klhl12,0.0,-0.040832777,-0.0765267,0.12771247,-0.10811345
Rabif,0.0,0.05790246,0.24660115,0.0049144626,-0.03584209
Kdm5b,0.0,-0.058815606,0.02729461,-0.053493485,-0.0043212175
Syt2,0.0,0.3201313,0.15241554,0.14459012,0.12987328
Ppp1r12b,0.0,-0.22731483,-0.15121336,-0.142359,-0.102720484
Ube2t,0.0,-0.022783276,-0.08714446,-0.022344481,0.014566302
Lgr6,0.0,-0.010571007,-0.05262571,-0.02740075,-0.118671216
Arl8a,0.0,0.014517933,0.05676876,0.34686333,0.16300708
Gm15445,0.0,0.007980892,-0.080643296,-0.099456735,0.020901944
Gpr37l1,0.0,-0.2611188,-0.0028469786,-0.085750535,0.3321267
Rnpep,0.0,0.28472328,0.1294591,0.22842348,-0.09322874
Timm17a,0.0,0.0368129,0.14517231,-0.0072635263,0.03742351
Shisa4,0.0,0.006360486,-0.16859159,0.015149333,0.0040367544
Ipo9,0.0,0.25762284,0.24829681,0.3690467,0.18554235
Nav1,0.0,0.33275607,0.1528123,0.15803736,-0.075009465
Gm4793,0.0,0.017909724,-0.020243132,0.00022094883,-0.0210735
Csrp1,0.0,0.05375465,-0.011605419,0.061063264,0.028575055
Phlda3,0.0,0.18319944,-0.056175232,-0.22415975,0.13145539
Tnni1,0.0,0.113796435,0.08522846,0.07138951,0.13718414
Tmem9,0.0,0.23504326,0.25182018,0.2513559,0.18600678
Kif21b,0.0,0.44432005,0.4295257,0.6271587,0.1414849
Mroh3,0.0,-0.02539596,-0.0472811,-0.010390647,0.080209896
Inava,0.0,-0.040037807,0.0006125439,-0.021401744,0.050202113
Gm26781,0.0,0.26231426,0.21060768,0.09881268,-0.017291933
Camsap2,0.0,0.06267611,-0.0027090237,-0.07519776,-0.018089011
9230116N13Rik,0.0,0.156371,0.111869775,0.09935102,0.042886943
Ddx59,0.0,0.081138074,0.14959106,0.13167177,0.028675355
Zfp281,0.0,0.22957934,0.38875315,0.450644,0.5705633
Gm19705,0.0,0.07833892,-0.19386643,0.1564363,0.026713189
Gm4258,0.0,0.05121267,0.23329857,0.03455746,0.19201884
Gm26936,0.0,0.30526212,0.37854877,0.14864028,0.012449518
Gm26930,0.0,-0.14873248,0.099234,-0.0638164,0.16156478
A430106G13Rik,0.0,-0.096704274,-0.0040309764,-0.022858676,0.16054714
Ptprc,0.0,-0.006632451,-0.0012415238,0.040147256,-0.044146877
Nek7,0.0,0.00090803206,0.16816999,0.028262556,0.054940276
Gm28501,0.0,-0.25715888,-0.11318186,-0.39245582,-0.17584752
2310009B15Rik,0.0,0.4309606,0.4171151,0.1973938,0.26741
Dennd1b,0.0,-0.03437957,0.10878472,0.07504982,-0.12909572
Crb1,0.0,0.16317925,0.022453438,0.06054656,-0.14814389
Zbtb41,0.0,0.098209545,0.009563524,-0.04691335,-0.27800816
Aspm,0.0,-0.08789409,-0.10497703,-0.1914169,-0.040017776
Cfh,0.0,-0.030475285,-0.18713559,0.051203575,-0.17806517
Kcnt2,0.0,0.18483888,0.079157226,0.38308543,-0.013186008
4930590L20Rik,0.0,-0.20307365,-0.0945359,-0.1153973,-0.20278132
Cdc73,0.0,-0.08091348,0.13345888,-0.041376643,-0.06581529
B3galt2,0.0,0.15650871,-0.041385658,-0.06822292,0.051543657
Glrx2,0.0,0.10043559,0.034235664,-0.07817756,-0.081904694
Ro60,0.0,0.009756044,0.056050867,0.14596194,0.09953978
Uchl5,0.0,0.039712686,-0.07727209,-0.00039146096,0.005465232
Gm29170,0.0,0.04660469,-0.0010627881,-0.015450187,-0.002602797
Rgs2,0.0,0.3550126,-0.057138517,-0.062748894,-0.056976467
Gm29514,0.0,0.1895906,0.16834867,0.2413216,0.09735477
Brinp3,0.0,-0.12270644,-0.05818473,-0.106784075,0.021705061
A230059L01Rik,0.0,0.24665333,-0.02359873,0.25399747,-0.015850559
Gm15584,0.0,0.1723946,0.04965852,-0.0060404018,0.008376226
Pla2g4a,0.0,-0.06315238,0.02632996,-0.0038340604,0.027230151
Odr4,0.0,0.03316082,0.003487669,0.07519687,-0.074434936
Tpr,0.0,-0.0210367,0.030494176,-0.036278345,-0.0014387742
Hmcn1,0.0,0.1153636,0.07541602,-0.039239608,0.0593324
Gm10138,0.0,0.4347841,0.18168771,0.42409232,0.44988772
Ivns1abp,0.0,0.4516329,0.48873392,0.25120884,-0.06629956
Swt1,0.0,-0.4538592,-0.36296666,-0.2409924,-0.16448136
Trmt1l,0.0,-0.1321909,-0.076497704,0.055725355,0.026253285
Rnf2,0.0,0.02342889,-0.07932246,-0.07661396,-0.09484813
Fam129a,0.0,-0.03181456,-0.012496597,-0.051156785,0.0038481948
2810414N06Rik,0.0,0.08838014,-0.044402637,-0.100130394,-0.039453696
Edem3,0.0,0.07048322,0.15936899,-0.03227286,-0.14765182
1700025G04Rik,0.0,0.5127711,0.50902176,0.46193758,0.21432424
Tsen15,0.0,-0.017720625,-0.059751123,-0.18339616,-0.13031885
Colgalt2,0.0,-0.055730127,0.0006419346,0.17932963,-0.116879694
Rgl1,0.0,-0.2850968,-0.029980917,-0.15604691,-0.25929326
Gm28792,0.0,-0.015982699,0.027683252,0.05193352,0.035859503
Apobec4,0.0,0.04282777,0.33451772,0.036155723,0.07006042
Arpc5,0.0,0.46256232,0.19992204,-0.22899343,0.14197686
Ncf2,0.0,-0.06792559,0.05919777,-0.10439235,-0.0959895
Smg7,0.0,-0.04806353,0.105584845,-0.035789512,-0.1232391
Gm28791,0.0,-0.04824144,0.010588483,-0.068908684,-0.1888624
Nmnat2,0.0,-0.041025225,0.075665705,-0.08846116,-0.1275492
Gm28960,0.0,-0.0020536073,0.014115483,-0.22562799,-0.17716381
Lamc2,0.0,0.17592135,-0.15233856,0.021677379,-0.094496146
Lamc1,0.0,0.094302595,0.12731418,0.014975376,-0.0036205426
E330020D12Rik,0.0,0.25644132,0.2215338,0.3496291,0.07520722
Shcbp1l,0.0,0.087062,-0.013177548,0.069726214,-0.028770939
Dhx9,0.0,0.16820793,-0.07376444,-0.13671772,-0.10104385
Npl,0.0,-0.16331321,0.17256087,0.13370189,0.04952597
Rgs8,0.0,0.021288415,-0.033308156,-0.14262618,-0.07004772
Rgs16,0.0,0.100549884,0.050567318,-0.37344164,-0.1591071
Rnasel,0.0,0.15784562,-0.065372564,0.008111047,-0.00042473897
Rgsl1,0.0,0.011003939,0.01331467,-0.088544376,-0.007988427
Teddm2,0.0,-0.23983246,0.07740367,-0.36655587,-0.18915525
Glul,0.0,-0.300726,-0.2740297,-0.41709638,-0.06659466
A830008E24Rik,0.0,-0.32318836,-0.44804043,-0.24742265,-0.19533548
Cacna1e,0.0,0.43572754,0.30352715,0.33207062,-0.2943256
Ier5,0.0,0.23110601,0.18144521,0.49701166,0.2620466
Stx6,0.0,0.10540415,0.24559382,0.2010867,0.11762219
BC034090,0.0,-0.041104272,0.15093262,-0.04829158,-0.2910439
Xpr1,0.0,-0.06910034,0.05029012,-0.029476725,0.029246077
Acbd6,0.0,-0.1205923,0.039778963,0.002700542,-0.10814139
Qsox1,0.0,0.21687576,0.14378597,0.31876352,0.20945762
Gm37571,0.0,0.36682215,0.060198694,-0.043360062,-0.15539989
Cep350,0.0,-0.20063476,-0.09724586,-0.033929087,-0.08638349
Tor1aip1,0.0,0.123139724,0.12702887,0.23965025,0.17811897
Tor1aip2,0.0,-0.07979214,-0.05676371,0.081665,0.029925723
Fam163a,0.0,-0.14107786,0.0038029663,-0.21499032,-0.17811
Tdrd5,0.0,0.21652155,-0.21843038,0.037557796,-0.02173642
Axdnd1,0.0,0.32315612,0.1481272,0.28477827,0.17148359
Gm2000,0.0,-0.04271268,0.15434462,-0.12961772,0.23444441
Soat1,0.0,-0.051010504,0.13368233,-0.017734602,0.025530092
Abl2,0.0,0.022177719,0.12398344,0.1430834,0.02563382
Tor3a,0.0,-0.2979007,0.10497584,0.04004682,-0.14544103
Fam20b,0.0,0.14151639,0.101449795,0.3384624,-0.015068382
Ralgps2,0.0,-0.31396958,0.0032700077,-0.091749884,-0.28552157
Angptl1,0.0,0.10211735,0.106579304,0.04149066,-0.1861796
Rasal2,0.0,0.051611073,0.17514122,0.08583222,0.079271294
Cryzl2,0.0,-0.17870027,-0.11600059,0.07139563,-0.13318923
Sec16b,0.0,-0.05546176,-0.1612693,-0.018729841,-0.1085888
Brinp2,0.0,-0.073199324,0.013967488,0.030792195,-0.049003333
Astn1,0.0,0.031741068,0.12199262,0.05687154,0.0853279
Gm37679,0.0,0.1821819,0.120742664,0.15178308,0.23147917
Pappa2,0.0,-0.06968156,-0.009254778,-0.019919941,-0.0019112146
Cop1,0.0,0.020794325,0.12245062,0.03038203,0.01695291
Tnr,0.0,0.26759136,-0.014324278,0.21007493,-0.048467487
Gm38039,0.0,-0.01826416,-0.046258084,-0.01984504,-0.071087226
4930523C07Rik,0.0,-0.04512631,0.047932338,0.06112553,0.22667521
Mrps14,0.0,0.13448107,0.11040518,-0.015885405,0.020033114
Cacybp,0.0,0.15922917,-0.12991728,-0.45027825,-0.13604733
Rabgap1l,0.0,0.06832212,0.13749644,0.076493606,-0.052534908
Gm36975,0.0,0.14082572,0.09952063,-0.06483981,-0.06366727
Gm37529,0.0,-0.23181051,-0.16196264,0.011357248,-0.14119318
Rc3h1,0.0,-0.05822639,0.06662239,-0.059758008,0.00092767924
Serpinc1,0.0,-0.11657002,-0.13994533,-0.087155715,-0.12835428
Zbtb37,0.0,0.36172706,0.20232236,0.14234696,0.07013577
Gas5,0.0,0.29563487,0.15961473,-0.01940161,0.29189745
Dars2,0.0,-0.15804392,-0.41958386,-0.0120802745,-0.1786552
Cenpl,0.0,0.18506779,0.16498154,0.18522923,0.17760256
Klhl20,0.0,0.12243602,0.25092822,0.05529984,0.10644305
Ankrd45,0.0,0.29996744,0.18341574,-0.015537471,0.1514669
Tex50,0.0,-0.15086716,-0.041817818,0.0059534647,-0.10721208
Prdx6,0.0,-0.14582816,-0.023644015,0.036906987,0.08560404
Suco,0.0,0.13094279,0.19979277,0.22351995,0.10684881
4930558K02Rik,0.0,-0.08244423,-0.05016131,0.09021304,-0.01632805
Pigc,0.0,0.04896412,0.08408979,-0.06930112,-0.16839428
Gm38304,0.0,-0.2725425,0.14060953,-0.02604027,0.014731623
Dnm3,0.0,0.47425035,0.21656998,0.20047605,0.053853706
Dnm3os,0.0,0.21953413,-0.019999787,0.023052718,-0.041211344
Eef1aknmt,0.0,-0.12685387,-0.17236288,-0.040450547,0.009561669
Vamp4,0.0,-0.068727486,0.12695196,0.022778075,-0.059628524
Prrc2c,0.0,0.0019029453,0.037022896,-0.072541066,0.045743357
Fmo1,0.0,0.059593745,0.10959163,0.1233158,0.18330655
Prrx1,0.0,-0.13767065,0.2168818,-0.027484924,0.005281642
Gorab,0.0,0.16766307,0.062192373,-0.12638259,0.103763476
Kifap3,0.0,0.24623883,0.27314523,-0.12223239,0.10971453
Scyl3,0.0,0.34639925,-0.020444162,0.09996002,-0.07852068
BC055324,0.0,0.08066131,0.051782675,0.20062906,0.14968967
Mettl18,0.0,0.15550664,-0.2813589,-0.15284678,-0.06292067
Slc19a2,0.0,-0.33468133,-0.29310593,-0.5098748,-0.16254969
Ccdc181,0.0,-0.11331653,-0.24543665,-0.33685333,-0.35116994
Blzf1,0.0,0.22671212,-0.08341822,0.26058644,0.072396
Nme7,0.0,0.60275936,0.13832174,-0.061356723,0.008598864
Atp1b1,0.0,0.08328568,0.073003426,0.11091431,0.16735914
Gm32569,0.0,-0.1476686,-0.27223867,-0.3199062,-0.37662363
Gm20743,0.0,0.15504538,0.07522495,0.012523137,0.20792608
4930568G15Rik,0.0,0.0945247,-0.016700327,-0.034167595,0.06794684
Sft2d2,0.0,-0.20276447,-0.004979601,0.06290011,-0.001215416
Tiprl,0.0,0.1902603,0.17754264,0.13618627,0.13067186
Gm38190,0.0,-0.19780904,0.008403465,-0.18508352,-0.12159999
